Level,Name,Rating,Tags,Url
Level 257,Violet Tones of the Sunset,+48,"['bittersweet', 'level', 'mystery', 'sd-class-other']",http://backrooms-wiki.wikidot.com/Level 257
Level 258,The Rug Room,+22,"['_wp-titles', 'horror', 'interior', 'level', 'mystery', 'sd-class-other']",http://backrooms-wiki.wikidot.com/Level 258
Level 259,The Body,+33,"['_metatag', 'level', 'sd-class-0']",http://backrooms-wiki.wikidot.com/Level 259
Level 260,Aurora Liminalis,+41,"['_cc', '_licensebox', 'arctic', 'desert', 'level', 'sd-class-0', 'wonder']",http://backrooms-wiki.wikidot.com/Level 260
Level 261,The Platform,+37,"['_cc', 'eyes-of-argos', 'level', 'sd-class-other', 'traveling']",http://backrooms-wiki.wikidot.com/Level 261
level-262,,+29,['level'],http://backrooms-wiki.wikidot.com/level-262
Level 263,Untextured,+159,"['_metatag', '_non-cc', 'enigmatic-level', 'format-screw', 'horror', 'level', 'mystery', 'sd-class-pending', 'wonder']",http://backrooms-wiki.wikidot.com/Level 263
Level 264,Barnaby Bun's Fun Emporium,+62,"['_cc', '_licensebox', '_metatag', 'level', 'mystery', 'sd-class-other']",http://backrooms-wiki.wikidot.com/Level 264
Level 265,The Mountain Village,+31,"['_cc', '_licensebox', 'horror', 'level', 'mystery', 'sd-class-2']",http://backrooms-wiki.wikidot.com/Level 265
Level 266,GROUND(UP),+33,"['forested', 'level', 'sd-class-other']",http://backrooms-wiki.wikidot.com/Level 266
Level 267,A home for us?,+20,"['_licensebox', 'exterior', 'level']",http://backrooms-wiki.wikidot.com/Level 267
Level 268,The Bath Room,+32,"['_cc', '_licensebox', 'level', 'sd-class-?', 'traveling']",http://backrooms-wiki.wikidot.com/Level 268
Level 269,Dogs in the Moonlight,+11,"['_licensebox', '_wp-titles', 'level', 'sd-class-3']",http://backrooms-wiki.wikidot.com/Level 269
Level 270,Red World,+30,"['_cc', 'exterior', 'level']",http://backrooms-wiki.wikidot.com/Level 270
Level 271,Level Achromatomaly,+16,"['_metatag', '_wp-titles', 'backrooms-robotics', 'level', 'mystery', 'sd-class-0', 'wonder']",http://backrooms-wiki.wikidot.com/Level 271
Level 272,Level Achromatopsia,+39,"['_wp-titles', 'backrooms-robotics', 'horror', 'level', 'mystery', 'sd-class-0']",http://backrooms-wiki.wikidot.com/Level 272
Level 273,Riddle Shafts,+27,"['_metatag', '_non-cc', 'horror', 'level', 'mystery', 'sd-class-?']",http://backrooms-wiki.wikidot.com/Level 273
Level 274,Jerry's Room,+46,"['_cc', '_wp-titles', 'father-bluebird', 'foj', 'level', 'mystery', 'rewritten', 'sd-class-1', 'wonder']",http://backrooms-wiki.wikidot.com/Level 274
Level 275,Parkson's Elevator,+20,"['_licensebox', '_wp-titles', 'level', 'sd-class-other']",http://backrooms-wiki.wikidot.com/Level 275
Level 276,The Hive,+46,"['_metatag', '_non-cc', '_wp-titles', 'horror', 'level', 'mystery', 'sd-class-5']",http://backrooms-wiki.wikidot.com/Level 276
Level 277,Securitus Site,+29,"['_cc', '_licensebox', 'horror', 'industrial', 'level', 'm.e.g.', 'mystery', 'sd-class-?']",http://backrooms-wiki.wikidot.com/Level 277
Level 278,Hermeticism: The Corpse of a Thousand Houses,+32,"['_ai-non-cc', '_metatag', 'horror', 'level', 'sd-class-other']",http://backrooms-wiki.wikidot.com/Level 278
Level 279,The Bloodcurdling Nightmare,+26,"['_cc', '_wp-titles', 'horror', 'mystery', 'room', 'scrapcon2022', 'sd-class-other']",http://backrooms-wiki.wikidot.com/Level 279
Level 280,Foggy Staircases,+29,"['_cc', '_licensebox', '_metatag', 'exterior', 'level', 'sd-class-2']",http://backrooms-wiki.wikidot.com/Level 280
Level 281,To Keep Loneliness at Bay,+14,"['_licensebox', 'level', 'sd-class-0']",http://backrooms-wiki.wikidot.com/Level 281
Level 282,The Mariner,+22,"['aquatic', 'horror', 'level', 'sd-class-other', 'vehicular-level']",http://backrooms-wiki.wikidot.com/Level 282
Level 283,PlayLand,+72,"['_cc', 'b.n.t.g.', 'horror', 'level', 'nostalgia', 'sd-class-3', 'wonder']",http://backrooms-wiki.wikidot.com/Level 283
Level 284,Desert Oasis Decimation Paradise,+10,"['_licensebox', 'horror', 'level', 'mystery']",http://backrooms-wiki.wikidot.com/Level 284
Level 285,The Keratin Rift,+50,"['_ai-non-cc', '_metatag', '_wp-titles', 'bittersweet', 'level', 'mystery', 'wonder']",http://backrooms-wiki.wikidot.com/Level 285
Level 286,The Electroscape,+20,"['_cc', '_metatag', '_wp-titles', 'horror', 'level', 'mystery', 'nostalgia', 'sd-class-3', 'wonder']",http://backrooms-wiki.wikidot.com/Level 286
Level 287,Glitched Halls,+62,"['_cc', '_licensebox', '_metatag', 'level', 'mystery', 'nostalgia', 'rewritten', 'sd-class-2', 'wonder']",http://backrooms-wiki.wikidot.com/Level 287
Level 288,The Well,+14,"['_cc', '_licensebox', '_wp-titles', 'level', 'mystery', 'sd-class-?', 'traveling']",http://backrooms-wiki.wikidot.com/Level 288
Level 289,Overflow,+172,"['_cc', '_licensebox', '_metatag', 'annual-feature', 'enigmatic-level', 'featured', 'format-screw', 'horror', 'level', 'mystery', 'rewritten', 'sd-class-4', 'wonder']",http://backrooms-wiki.wikidot.com/Level 289
Level 290,Multiplex,+36,"['_cc', '_wp-titles', 'comedy', 'level', 'nostalgia', 'sd-class-0']",http://backrooms-wiki.wikidot.com/Level 290
Level 291,Lost at Sea,+32,"['_cc', '_licensebox', 'level', 'mystery', 'sd-class-2', 'vehicular-level']",http://backrooms-wiki.wikidot.com/Level 291
Level 292,Digital Nostalgia,+5,"['in-rewrite', 'level', 'sd-class-4']",http://backrooms-wiki.wikidot.com/Level 292
Level 293,Alpha,+17,"['_non-cc', '_wp-titles', 'horror', 'level', 'mystery', 'sd-class-1', 'wonder']",http://backrooms-wiki.wikidot.com/Level 293
Level 294,The Liminary Theatre,+42,"['_cc', 'evangeline-holmes', 'horror', 'level', 'masked-maidens', 'mystery', 'spookycon2021', 'tragedy', 'unmasked-canon']",http://backrooms-wiki.wikidot.com/Level 294
Level 295,The Plague,+27,"['_cc', '_licensebox', 'forested', 'level', 'sd-class-2']",http://backrooms-wiki.wikidot.com/Level 295
Level 296,The SpaceScape,+15,"['_cc', '_wp-titles', 'level', 'mystery', 'overseer-stretch', 'sd-class-other', 'wonder']",http://backrooms-wiki.wikidot.com/Level 296
Level 297,[NO DATA],,,
Level 298,Winter Playpark,+26,"['_cc', '_licensebox', '_metatag', 'arctic', 'exterior', 'level', 'sd-class-2', 'thriller']",http://backrooms-wiki.wikidot.com/Level 298
Level 299,Westminster Alley,+28,"['_cc', 'level', 'roadway', 'sd-class-1']",http://backrooms-wiki.wikidot.com/Level 299
Level 300,The Boardwalks to the Rainbow,+70,"['_cc', '_licensebox', 'forested', 'level', 'nostalgia', 'sd-class-2', 'wonder']",http://backrooms-wiki.wikidot.com/Level 300
Level 301,[NO DATA],,,
Level 302,False Sublime,+32,"['_cc', '_licensebox', 'forested', 'level', 'm.e.g.', 'sd-class-other', 'wonder']",http://backrooms-wiki.wikidot.com/Level 302
Level 303,Dreamy Waves,+14,"['_cc', '_licensebox', 'aquatic', 'level']",http://backrooms-wiki.wikidot.com/Level 303
Level 304,Las Panaderias,+32,"['_cc', '_licensebox', 'level', 'sd-class-other']",http://backrooms-wiki.wikidot.com/Level 304
Level 305,The Descent into Darkness,+15,"['_licensebox', '_wp-titles', 'co-authored', 'forested', 'level', 'sd-class-5']",http://backrooms-wiki.wikidot.com/Level 305
Level 306,[NO DATA],,,
Level 307,[NO DATA],,,
Level 308,[NO DATA],,,
Level 309,The Fog and The Path,+15,"['_cc', '_licensebox', '_wp-titles', 'forested', 'level', 'scrapcon2022', 'sd-class-2']",http://backrooms-wiki.wikidot.com/Level 309
Level 310,[NO DATA],,,
Level 311,[NO DATA],,,
Level 312,[NO DATA],,,
Level 313,Vitrum Madness,+27,"['interior', 'level', 'mystery', 'sd-class-3', 'wonder']",http://backrooms-wiki.wikidot.com/Level 313
Level 314,[NO DATA],,,
Level 315,FRIGHTFUL FABLES,+37,"['_wp-titles', 'forested', 'horror', 'level', 'mystery', 'sd-class-other', 'thriller', 'wonder']",http://backrooms-wiki.wikidot.com/Level 315
Level 316,[NO DATA],,,
Level 317,Neon Shuffle,+65,"['_cc', '_wp-titles', 'industrial', 'level', 'sd-class-other']",http://backrooms-wiki.wikidot.com/Level 317
Level 318,[NO DATA],,,
Level 319,[NO DATA],,,
Level 320,[NO DATA],,,
Level 321,Infinite Art Studio,+19,"['_cc', 'action', 'interior', 'level', 'mystery', 'sd-class-4']",http://backrooms-wiki.wikidot.com/Level 321
Level 322,Unrecognized Landscape,+30,"['_cc', 'interior', 'level', 'rewritten', 'sd-class-other', 'thriller']",http://backrooms-wiki.wikidot.com/Level 322
Level 323,[NO DATA],,,
Level 324,The Purple Rooms,+23,"['format-screw', 'homelike', 'level', 'mystery', 'nostalgia']",http://backrooms-wiki.wikidot.com/Level 324
Level 325,[NO DATA],,,
Level 326,Seared Frontier,+33,"['_wp-titles', 'canonicon2024', 'contest-winner', 'decay-canon', 'level', 'room', 'tragedy']",http://backrooms-wiki.wikidot.com/Level 326
Level 327,Joint Operation,+20,"['_wp-titles', 'homelike', 'level', 'sd-class-2']",http://backrooms-wiki.wikidot.com/Level 327
Level 328,[NO DATA],,,
Level 329,[NO DATA],,,
Level 330,A Stroke of Colour,+42,"['_cc', '_licensebox', 'level', 'sd-class-other']",http://backrooms-wiki.wikidot.com/Level 330
Level 331,[NO DATA],,,
Level 332,[NO DATA],,,
Level 333,Roomception,+42,"['_cc', '_licensebox', 'finite', 'interior', 'level', 'mystery', 'sd-class-1', 'wonder']",http://backrooms-wiki.wikidot.com/Level 333
Level 334,[NO DATA],,,
Level 335,Wake Up.,+16,"['_image', '_licensebox', 'level', 'sd-class-other']",http://backrooms-wiki.wikidot.com/Level 335
Level 336,[NO DATA],,,
Level 337,[NO DATA],,,
Level 338,[NO DATA],,,
Level 339,[NO DATA],,,
Level 340,The Worst Hoax Ever Organized,+42,"['_wp-titles', 'level', 'mystery']",http://backrooms-wiki.wikidot.com/Level 340
Level 341,[NO DATA],,,
Level 342,[NO DATA],,,
Level 343,[NO DATA],,,
Level 344,[NO DATA],,,
Level 345,Liminal Forest,+49,"['_cc', '_licensebox', '_wp-titles', 'commercial', 'exterior', 'immaterial', 'level', 'multiverse-canon', 'mystery', 'sd-class-1', 'wonder']",http://backrooms-wiki.wikidot.com/Level 345
Level 346,[NO DATA],,,
Level 347,[NO DATA],,,
Level 348,[NO DATA],,,
Level 349,[NO DATA],,,
Level 350,Day Zero,+18,"['level', 'sd-class-1']",http://backrooms-wiki.wikidot.com/Level 350
Level 351,[NO DATA],,,
level-352,Speak No Evil,+41,"['_cc', '_licensebox', '_wp-titles', 'industrial', 'level', 'mystery', 'sd-class-other']",http://backrooms-wiki.wikidot.com/level-352
Level 353,Clement's Public Private Swimming Pool,+40,"['level', 'sd-class-1', 'tragedy']",http://backrooms-wiki.wikidot.com/Level 353
Level 354,[NO DATA],,,
Level 355,[NO DATA],,,
Level 356,Twisted Halls,+12,"['_licensebox', '_non-cc', 'interior', 'level', 'nostalgia', 'sd-class-1']",http://backrooms-wiki.wikidot.com/Level 356
Level 356.1,The Writings on the Wall,+38,"['_licensebox', 'bittersweet', 'co-authored', 'collaborative', 'contest-winner', 'slcon2024', 'sub-level']",http://backrooms-wiki.wikidot.com/Level 356.1
Level 357,[NO DATA],,,
Level 358,[NO DATA],,,
Level 359,[NO DATA],,,
Level 360,The Road of Nothing and Everything,+54,"['_cc', '_licensebox', 'level', 'mystery', 'roadway', 'sd-class-5', 'sd-class-other', 'wonder']",http://backrooms-wiki.wikidot.com/Level 360
Level 361,[NO DATA],,,
Level 362,[NO DATA],,,
level-363,,+32,"['_licensebox', '_metatag', 'annual-feature', 'classicon2023', 'contest-winner', 'format-screw', 'homelike', 'interior', 'level', 'mystery', 'tragedy']",http://backrooms-wiki.wikidot.com/level-363
Level 364,[NO DATA],,,
Level 365,Your Worst Enemy,+88,"['_cc', '_licensebox', '_wp-titles', 'featured', 'horror', 'interior', 'level', 'm.e.g.', 'multiverse-canon', 'nostalgia', 'sd-class-3']",http://backrooms-wiki.wikidot.com/Level 365
Level 366,[NO DATA],,,
Level 367,[NO DATA],,,
Level 368,Superfluity,+27,"['_ai-non-cc', 'interior', 'level', 'sd-class-3']",http://backrooms-wiki.wikidot.com/Level 368
Level 369,Comely,+41,"['_ai-non-cc', 'level', 'sd-class-habitable']",http://backrooms-wiki.wikidot.com/Level 369
Level 370,The Pool Rooms,+34,"['_licensebox', '_wp-titles', 'commercial', 'level', 'sd-class-other', 'simulation-canon']",http://backrooms-wiki.wikidot.com/Level 370
Level 371,Despondency,+31,"['_ai-non-cc', 'level', 'sd-class-0']",http://backrooms-wiki.wikidot.com/Level 371
Level 372,Soporous,+16,"['_cc', 'level', 'mystery', 'sd-class-1']",http://backrooms-wiki.wikidot.com/Level 372
Level 373,[NO DATA],,,
Level 374,The Overgrowth,+27,"['cavern', 'level', 'sd-class-other']",http://backrooms-wiki.wikidot.com/Level 374
Level 375,[NO DATA],,,
Level 376,[NO DATA],,,
Level 377,[NO DATA],,,
Level 378,[NO DATA],,,
Level 379,[NO DATA],,,
Level 380,[NO DATA],,,
Level 381,[NO DATA],,,
Level 382,[NO DATA],,,
Level 383,[NO DATA],,,
Level 384,[NO DATA],,,
Level 385,[NO DATA],,,
Level 386,The Alleys,+11,"['level', 'sd-class-4']",http://backrooms-wiki.wikidot.com/Level 386
Level 387,The Fog Precinct,+31,"['_cc', '_licensebox', '_wp-titles', 'bittersweet', 'horror', 'level', 'mystery', 'sd-class-0']",http://backrooms-wiki.wikidot.com/Level 387
Level 388,The Harvest Project,+32,"['_cc', '_licensebox', '_metatag', '_wp-titles', 'canonicon2024', 'forested', 'horror', 'industrialization-canon', 'level']",http://backrooms-wiki.wikidot.com/Level 388
Level 389,The Gaming Hall,+21,"['level', 'rewritten', 'the-game-master', 'the-pantheon']",http://backrooms-wiki.wikidot.com/Level 389
Level 390,[NO DATA],,,
Level 391,[NO DATA],,,
Level 392,[NO DATA],,,
Level 393,[NO DATA],,,
Level 394,[NO DATA],,,
Level 395,Do you still remember?,+43,"['format-screw', 'homelike', 'level', 'sd-class-other']",http://backrooms-wiki.wikidot.com/Level 395
Level 396,[NO DATA],,,
Level 397,[NO DATA],,,
Level 398,[NO DATA],,,
Level 399,Safe Passage,+32,"['_cc', '_licensebox', 'level', 'sd-class-1', 'vehicular-level', 'wholesome']",http://backrooms-wiki.wikidot.com/Level 399
Level 400,M1nd is s0ftwar3,+55,"['_cc', 'industrial', 'interior', 'level', 'mystery', 'sd-class-other']",http://backrooms-wiki.wikidot.com/Level 400
Level 401,Choices,+15,"['format-screw', 'horror', 'level', 'mystery']",http://backrooms-wiki.wikidot.com/Level 401
Level 402,Plastic City,+28,"['_licensebox', 'classicon2023', 'deceptive', 'interior', 'level', 'mystery']",http://backrooms-wiki.wikidot.com/Level 402
Level 403,ACCESS DENIED,+19,"['_licensebox', '_wp-titles', 'level', 'sd-class-habitable']",http://backrooms-wiki.wikidot.com/Level 403
Level 404,my dearly fragmented,+376,"['_cc', '_licensebox', 'format-screw', 'level', 'mystery', 'nostalgi-gaius', 'sd-class-0']",http://backrooms-wiki.wikidot.com/Level 404
Level 405,"The Wave of Despair, Dread, and Desolation, Littered with Disillusioned Souls",+22,"['_cc', '_licensebox', 'aquatic', 'dead-end', 'level', 'wonder']",http://backrooms-wiki.wikidot.com/Level 405
Level 406,[NO DATA],,,
Level 407,[NO DATA],,,
Level 408,The Info Room,+13,"['_licensebox', 'comedy', 'level']",http://backrooms-wiki.wikidot.com/Level 408
Level 409,The Paper-Rooms,+39,"['_non-cc', 'interior', 'level', 'nostalgia', 'sd-class-1', 'wonder']",http://backrooms-wiki.wikidot.com/Level 409
Level 410,A Perfectly Normal Mansion,+25,"['_cc', 'homelike', 'level', 'nostalgia', 'sd-class-1']",http://backrooms-wiki.wikidot.com/Level 410
Level 410.1,A Perfectly Abnormal Basement,+22,"['featured', 'level', 'slcon2024']",http://backrooms-wiki.wikidot.com/Level 410.1
Level 411,[NO DATA],,,
Level 412,[NO DATA],,,
Level 413,[NO DATA],,,
Level 414,Hortus Aeturnus,+78,"['_cc', '_licensebox', 'annual-feature', 'exterior', 'featured', 'forested', 'level', 'sd-class-habitable']",http://backrooms-wiki.wikidot.com/Level 414
Level 415,Forest Trail,+23,"['forested', 'level', 'roadway', 'sd-class-1']",http://backrooms-wiki.wikidot.com/Level 415
Level 416,[NO DATA],,,
Level 417,[NO DATA],,,
Level 418,[NO DATA],,,
Level 419,[NO DATA],,,
Level 420,The Frozen Lake,+83,"['_cc', 'arctic', 'horror', 'level', 'mystery', 'sd-class-other', 'wonder']",http://backrooms-wiki.wikidot.com/Level 420
Level 421,Plastic Mariana,+36,"['_licensebox', '_wp-titles', 'horror', 'level', 'sd-class-?']",http://backrooms-wiki.wikidot.com/Level 421
Level 422,To Be At Sea,+46,"['_cc', '_licensebox', '_wp-titles', 'aquatic', 'level', 'sd-class-2']",http://backrooms-wiki.wikidot.com/Level 422
Level 422.1,Reflections,+50,"['aquatic', 'co-authored', 'contest-winner', 'exterior', 'level', 'slcon2024', 'sub-level']",http://backrooms-wiki.wikidot.com/Level 422.1
Level 423,The Gas Station,+19,"['_cc', '_licensebox', 'level', 'mystery', 'nostalgia', 'sd-class-?']",http://backrooms-wiki.wikidot.com/Level 423
Level 424,[NO DATA],,,
Level 425,[NO DATA],,,
Level 426,[NO DATA],,,
Level 427,Woodrooms,+34,"['_licensebox', '_wp-titles', 'level', 'mystery', 'rewritten', 'sd-class-other']",http://backrooms-wiki.wikidot.com/Level 427
Level 428,[NO DATA],,,
Level 429,[NO DATA],,,
Level 430,[NO DATA],,,
Level 431,[NO DATA],,,
Level 432,The Looping Basement,+20,"['_cc', 'horror', 'level', 'mystery', 'sd-class-4']",http://backrooms-wiki.wikidot.com/Level 432
Level 433,[NO DATA],,,
Level 434,[NO DATA],,,
Level 435,[NO DATA],,,
Level 436,Salvaged Seaboard,+33,"['_cc', '_licensebox', 'featured', 'level', 'sd-class-habitable']",http://backrooms-wiki.wikidot.com/Level 436
Level 437,[NO DATA],,,
Level 438,[NO DATA],,,
Level 439,[NO DATA],,,
Level 440,Boiling Desert,+70,"['_cc', '_licensebox', 'level', 'sd-class-other']",http://backrooms-wiki.wikidot.com/Level 440
Level 441,[NO DATA],,,
Level 442,[NO DATA],,,
Level 443,[NO DATA],,,
Level 444,The Level Without Form,+62,"['_cc', '_licensebox', 'horror', 'level', 'mystery', 'nostalgia', 'sd-class-5', 'simulation-canon']",http://backrooms-wiki.wikidot.com/Level 444
Level 445,Happy and Chipper,+23,"['_licensebox', '_wp-titles', 'forested', 'level', 'rewritten', 'sd-class-?']",http://backrooms-wiki.wikidot.com/Level 445
Level 446,[NO DATA],,,
Level 447,[NO DATA],,,
Level 448,Penitentiary,+41,"['_cc', '_wp-titles', 'horror', 'level', 'mystery', 'sd-class-0']",http://backrooms-wiki.wikidot.com/Level 448
Level 449,[NO DATA],,,
Level 450,[NO DATA],,,
level-451,A Picture of The Past,+24,"['bittersweet', 'field', 'level', 'sd-class-4', 'the-reverence']",http://backrooms-wiki.wikidot.com/level-451
Level 452,[NO DATA],,,
Level 453,[NO DATA],,,
Level 454,[NO DATA],,,
Level 455,[NO DATA],,,
Level 456,Midnight Glacier,+49,"['_cc', '_wp-titles', 'horror', 'level', 'mystery', 'sd-class-other']",http://backrooms-wiki.wikidot.com/Level 456
Level 457,[NO DATA],,,
Level 458,Papa Pedro's Pizza Palace of Pleasantries,+32,"['_cc', '_licensebox', 'level']",http://backrooms-wiki.wikidot.com/Level 458
Level 459,[NO DATA],,,
Level 460,[NO DATA],,,
Level 461,[NO DATA],,,
Level 462,[NO DATA],,,
Level 463,The Concrete Wastes,+38,"['_cc', '_licensebox', 'horror', 'level', 'sd-class-other']",http://backrooms-wiki.wikidot.com/Level 463
Level 464,[NO DATA],,,
Level 465,[NO DATA],,,
Level 466,Firelit Longing,+37,"['_cc', '_licensebox', 'level', 'u.e.c.']",http://backrooms-wiki.wikidot.com/Level 466
Level 467,[NO DATA],,,
Level 468,[NO DATA],,,
Level 469,The Bluebonnet Fields,+19,"['_licensebox', 'field', 'level', 'nostalgia', 'sd-class-0']",http://backrooms-wiki.wikidot.com/Level 469
Level 470,Memory with you,+15,"['_licensebox', '_wp-titles', 'classicon2023', 'homelike', 'level', 'sd-class-habitable', 'wonder']",http://backrooms-wiki.wikidot.com/Level 470
Level 471,[NO DATA],,,
Level 472,[NO DATA],,,
Level 473,[NO DATA],,,
Level 474,National Park #474,+45,"['_cc', '_licensebox', 'arctic', 'dead-end', 'forested', 'gift2021', 'level', 'mystery', 'sd-class-?']",http://backrooms-wiki.wikidot.com/Level 474
Level 475,[NO DATA],,,
Level 476,[NO DATA],,,
Level 477,[NO DATA],,,
Level 478,[NO DATA],,,
Level 479,ME AFTER THE LOBOTOMY 😂😂❗❗😂❗❗❗,+23,"['horror', 'level', 'sd-class-5']",http://backrooms-wiki.wikidot.com/Level 479
Level 480,Inconvenience Store,+44,"['_cc', 'level', 'nostalgia', 'sd-class-3']",http://backrooms-wiki.wikidot.com/Level 480
Level 481,The Code,+86,"['_cc', '_metatag', '_wp-titles', 'backrooms-remodeling-co', 'horror', 'level', 'mystery', 'sd-class-other', 'wonder']",http://backrooms-wiki.wikidot.com/Level 481
Level 482,The Whisper,+34,"['_cc', '_wp-titles', 'horror', 'kalag', 'level', 'mystery', 'sd-class-4', 'wonder']",http://backrooms-wiki.wikidot.com/Level 482
Level 483,The Moreover,+35,"['_cc', '_wp-titles', 'format-screw', 'level', 'mystery', 'overseer-stretch', 'wonder']",http://backrooms-wiki.wikidot.com/Level 483
Level 484,The Whiteout,+57,"['_cc', '_licensebox', '_wp-titles', 'level', 'mystery', 'nostalgia', 'sd-class-0', 'wonder']",http://backrooms-wiki.wikidot.com/Level 484
Level 484.1,The White Room,+33,"['_licensebox', '_wp-titles', 'featured', 'level', 'sub-level']",http://backrooms-wiki.wikidot.com/Level 484.1
Level 485,The Blackout,+43,"['_cc', '_metatag', 'horror', 'level', 'mystery', 'sd-class-5', 'wonder']",http://backrooms-wiki.wikidot.com/Level 485
level-486,,+65,"['_cc', '_licensebox', '_metatag', '_wp-titles', 'eyes-of-argos', 'horror', 'level', 'mystery', 'sd-class-other', 'tragedy']",http://backrooms-wiki.wikidot.com/level-486
Level 487,[NO DATA],,,
Level 488,[NO DATA],,,
Level 489,[NO DATA],,,
Level 490,[NO DATA],,,
Level 491,[NO DATA],,,
Level 492,[NO DATA],,,
Level 493,[NO DATA],,,
Level 494,Mirror Lake High School,+53,"['_cc', 'forested', 'level', 'mystery', 'nostalgia', 'sd-class-?']",http://backrooms-wiki.wikidot.com/Level 494
Level 495,Trade in your coins for eyes.,+46,"['_cc', 'bittersweet', 'exterior', 'level', 'sd-class-1']",http://backrooms-wiki.wikidot.com/Level 495
Level 496,[NO DATA],,,
Level 497,[NO DATA],,,
Level 498,[NO DATA],,,
Level 499,Terrestrial Paradise,+40,"['_cc', 'amor-incrementum', 'cavern', 'co-authored', 'goicon2021', 'level', 'mystery', 'sd-class-1']",http://backrooms-wiki.wikidot.com/Level 499
Level 500,Subcarrier,+63,"['_cc', 'featured', 'level', 'mystery', 'sd-class-0', 'thriller', 'vehicular-level']",http://backrooms-wiki.wikidot.com/Level 500
Level 501,Impaired Vision,+32,"['level', 'sd-class-other']",http://backrooms-wiki.wikidot.com/Level 501
Level 502,Soul Servers,+21,"['_cc', 'goicon2021', 'industrial', 'level', 'sd-class-2']",http://backrooms-wiki.wikidot.com/Level 502
Level 503,!!THIS PAGE DOES NOT EXIST YET!!,+105,"['_cc', 'format-screw', 'level', 'mystery', 'sd-class-other']",http://backrooms-wiki.wikidot.com/Level 503
Level 504,[NO DATA],,,
level-505,,+47,"['backrooms-robotics', 'featured', 'finite', 'horror', 'industrial', 'interior', 'level', 'sd-class-3', 'vehicular-level']",http://backrooms-wiki.wikidot.com/level-505
Level 506,[NO DATA],,,
Level 507,[NO DATA],,,
Level 508,[NO DATA],,,
Level 509,[NO DATA],,,
Level 510,[NO DATA],,,
Level 511,Epidemic Epicentre,+26,"['_licensebox', '_wp-titles', 'classicon2023', 'level', 'sd-class-5', 'simulation-canon']",http://backrooms-wiki.wikidot.com/Level 511
Level 512,LEVEL_TEMPLATE,+120,"['_cc', '_licensebox', 'featured', 'finite', 'format-screw', 'homelike', 'horror', 'level', 'mystery', 'sd-class-1']",http://backrooms-wiki.wikidot.com/Level 512
Level 513,[NO DATA],,,
Level 514,[NO DATA],,,
Level 515,Saturn V,+34,"['_cc', 'exterior', 'level', 'mystery', 'sd-class-0', 'the-eternal-repository']",http://backrooms-wiki.wikidot.com/Level 515
Level 516,[NO DATA],,,
Level 517,[NO DATA],,,
Level 518,[NO DATA],,,
Level 519,[NO DATA],,,
Level 520,[NO DATA],,,
Level 521,[NO DATA],,,
Level 522,The Backrooms Robotics Headquarters,+25,"['_cc', 'backrooms-robotics', 'industrial', 'industrialization-canon', 'level', 'm.e.g.', 'mystery', 'sd-class-3']",http://backrooms-wiki.wikidot.com/Level 522
level-522-1,The Echo Chamber,+26,"['_cc', '_wp-titles', 'canonicon2024', 'eyes-of-argos', 'finite', 'horror', 'industrial', 'industrialization-canon', 'interior', 'level', 'mystery', 'sd-class-other', 'sub-level']",http://backrooms-wiki.wikidot.com/level-522-1
Level 523,[NO DATA],,,
Level 524,[NO DATA],,,
Level 525,[NO DATA],,,
Level 526,[NO DATA],,,
Level 527,[NO DATA],,,
Level 528,[NO DATA],,,
Level 529,[NO DATA],,,
Level 530,[NO DATA],,,
Level 531,[NO DATA],,,
Level 532,Pit of Despair,+30,"['_cc', 'cavern', 'horror', 'level', 'sd-class-3', 'the-lost']",http://backrooms-wiki.wikidot.com/Level 532
Level 533,[NO DATA],,,
Level 534,[NO DATA],,,
Level 535,[NO DATA],,,
Level 536,[NO DATA],,,
Level 537,[NO DATA],,,
Level 538,[NO DATA],,,
Level 539,[NO DATA],,,
Level 540,Really Wild Complex,+18,"['_licensebox', 'action', 'horror', 'level', 'sd-class-4', 'u.e.c.']",http://backrooms-wiki.wikidot.com/Level 540
Level 541,[NO DATA],,,
Level 542,[NO DATA],,,
Level 543,[NO DATA],,,
Level 544,Reigning Radiance,+25,"['_cc', '_licensebox', 'featured', 'field', 'forested', 'level', 'sd-class-3']",http://backrooms-wiki.wikidot.com/Level 544
Level 545,[NO DATA],,,
Level 546,[NO DATA],,,
Level 547,[NO DATA],,,
Level 548,[NO DATA],,,
Level 549,[NO DATA],,,
Level 550,The Video,+27,"['_cc', '_licensebox', '_wp-titles', 'enigmatic-level', 'immaterial', 'level', 'sd-class-?']",http://backrooms-wiki.wikidot.com/Level 550
Level 551,[NO DATA],,,
Level 552,[NO DATA],,,
Level 553,[NO DATA],,,
Level 554,[NO DATA],,,
Level 555,The City of The Lost,+18,"['_cc', '_licensebox', 'bittersweet', 'format-screw', 'level', 'wonder']",http://backrooms-wiki.wikidot.com/Level 555
Level 556,[NO DATA],,,
Level 557,Snowglobe,+21,"['_licensebox', '_wp-titles', 'level', 'mystery', 'rewritten', 'sd-class-0']",http://backrooms-wiki.wikidot.com/Level 557
Level 558,[NO DATA],,,
Level 559,[NO DATA],,,
Level 560,[NO DATA],,,
Level 561,[NO DATA],,,
Level 562,[NO DATA],,,
Level 563,Endless Dreams,+16,"['_cc', 'level', 'nostalgia', 'roadway', 'sd-class-0', 'wonder']",http://backrooms-wiki.wikidot.com/Level 563
Level 564,[NO DATA],,,
